ID,Text,Cit_ID,Regulation,Regulator
1025,Incidental credit Exceptions. The following provisions of this part do not apply to incidental credit: Section 1002.5(c) concerning information about a spouse or former spouse;,CFR:12:1002:1002.3:c:2:ii,Reg B,CFPB
1026,"For purposes of this part, the following definitions apply: Average daily balance method means the application of a periodic rate to the average daily balance in the account for the period. The average daily balance is determined by adding the full amount of principal in the account for each day of the period and dividing that figure by the number of days in the period.",CFR:12:1030:1030.2:d,Reg DD,CFPB
1027,"Organization. This part is divided into subparts and appendices as follows— Subpart B of this part contains rules regarding the duty of banks to make funds deposited into accounts available for withdrawal, including availability schedules. Subpart B of this part also contains rules regarding exceptions to the schedules, disclosure of funds availability policies, payment of interest, liability of banks for failure to comply with subpart B of this part, and other matters.",CFR:12:229:229.1:b:2,Regulation CC,FRB
1028,Enforcement agencies. Compliance with this part is enforced under— The Federal Credit Union Act (12 U.S.C. 1751 et seq. ) by the National Credit Union Administration Board with respect to any federal credit union or credit union insured by the National Credit Union Share Insurance Fund.,CFR:12:229:229.3:a:3,Regulation CC,FRB
1029,"Standards for preemption. A provision of a state law in effect on or before September 2, 1989, is not inconsistent with the EFA Act, or subpart B, or in connection therewith, subpart A, if it requires that funds shall be available in a shorter period of time than the time provided in this subpart. Inconsistency with the EFA Act and subpart B, and in connection therewith, subpart A, may exist when state law— Provides for disclosures or notices concerning funds availability relating to accounts.",CFR:12:229:229.20:c:2,Regulation CC,FRB
1030,"Civil liability. A bank that fails to comply with any requirement imposed under subpart B, and in connection therewith, subpart A, of this part or any provision of state law that supersedes any provision of subpart B, and in connection therewith, subpart A, with respect to any person is liable to that person in an amount equal to the sum of— In the case of a successful action to enforce the foregoing liability, the costs of the action, together with a reasonable attorney's fee as determined by the court.",CFR:12:229:229.21:a:3,Regulation CC,FRB
1031,"Responsibility for certain aspects of checks. A paying bank, or in the case of a check payable through the paying bank and payable by another bank, the bank by which the check is payable, is responsible for damages under paragraph (a) of this section to the extent that the condition of the check when issued by it or its customer adversely affects the ability of a bank to indorse the check legibly in accordance with § 229.35. A depositary bank is responsible for damages under paragraph (a) of this section to the extent that the condition of the back of a check arising after the issuance of the check and prior to acceptance of the check by it adversely affects the ability of a bank to indorse the check legibly in accordance with § 229.35. A reconverting bank is responsible for damages under paragraph (a) of this section to the extent that the condition of the back of a substitute check transferred, presented, or returned by it— Causes an indorsement that previously was applied in accordance with § 229.35 to become illegible.",CFR:12:229:229.38:d:1:ii,Regulation CC,FRB
1032,"Finality of settlement. If a paying bank or depositary bank gives, or a collecting bank, paying bank, or returning bank gives or receives, a settlement for a check or returned check and thereafter suspends payment, the suspension does not prevent or interfere with the settlement becoming final if such finality occurs automatically upon the lapse of a certain time or the happening of certain events.",CFR:12:229:229.39:d,Regulation CC,FRB
1033,"Rules applicable to Pacific island checks. To the extent a bank handles a Pacific island check as if it were a check defined in § 229.2(k) or an electronic check defined in § 229.2(ggg), the bank is subject to the following sections of this part (and the word “check” in each such section is construed to include a Pacific island check)— Section 229.30(a) (Checks under this subpart), and (b) (Writings);",CFR:12:229:229.43:b:1,Regulation CC,FRB
1034,Measure of damages Comparative negligence. Nothing in this paragraph (a)(3) reduces the rights of a consumer or any other person under the U.C.C. or other applicable provision of federal or state law.,CFR:12:229:229.56:a:3:ii,Regulation CC,FRB
1035,"The provisions of section 7001 of this title shall not apply to— any document required to accompany any transportation or handling of hazardous materials, pesticides, or other toxic or dangerous materials.",USC:15:!96:7003:b:3,ESign,USC
1036,"Notwithstanding paragraph (1), a Federal regulatory agency shall not adopt any regulation, order, or guidance described in paragraph (1), and a State regulatory agency is preempted by section 7001 of this title from adopting any regulation, order, or guidance described in paragraph (1), unless— such agency finds, in connection with the issuance of such regulation, order, or guidance, that— the methods selected to carry out that purpose— are substantially equivalent to the requirements imposed on records that are not electronic records; and",USC:15:!96:7004:b:2:C:ii:I,ESign,USC
1037,"As used in this subchapter— The term “debt collector” means any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the collection of any debts, or who regularly collects or attempts to collect, directly or indirectly, debts owed or due or asserted to be owed or due another. Notwithstanding the exclusion provided by clause (F) of the last sentence of this paragraph, the term includes any creditor who, in the process of collecting his own debts, uses any name other than his own which would indicate that a third person is collecting or attempting to collect such debts. For the purpose of section 1692f(6) of this title , such term also includes any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the enforcement of security interests. The term does not include— any officer or employee of a creditor while, in the name of the creditor, collecting debts for such creditor;",USC:15:!41:1692a:6:A,FDCPA,USC
1038,"In determining the amount of liability in any action under subsection (a), the court shall consider, among other relevant factors— in any class action under subsection (a)(2)(B), the frequency and persistence of noncompliance by the debt collector, the nature of such noncompliance, the resources of the debt collector, the number of persons adversely affected, and the extent to which the debt collector’s noncompliance was intentional.",USC:15:!41:1692k:b:2,FDCPA,USC
1039,"Subject to subtitle B of the Consumer Financial Protection Act of 2010, compliance with any requirements imposed under this subchapter shall be enforced under— subtitle IV of title 49, by the Secretary of Transportation, with respect to all carriers subject to the jurisdiction of the Surface Transportation Board;",USC:15:!41:1692l:b:3,FDCPA,USC
1040,"Scope. This part applies to financial institutions as defined in § 1003.2(g). This part requires a financial institution to submit data to the appropriate Federal agency for the financial institution as defined in § 1003.5(a)(4), and to disclose certain data to the public, about covered loans for which the financial institution receives applications, or that it originates or purchases, and that are secured by a dwelling located in a State of the United States of America, the District of Columbia, or the Commonwealth of Puerto Rico.",CFR:12:1003:1003.1:c,HMDA,CFPB
1041,"In this part: Branch office means: Any office of a bank, savings association, or credit union that is considered a branch by the Federal or State supervisory agency applicable to that institution, excluding automated teller machines and other free-standing electronic terminals; and",CFR:12:1003:1003.2:c:1,HMDA,CFPB
1042,Excluded transactions. The requirements of this part do not apply to: A closed-end mortgage loan or open-end line of credit secured by a lien on unimproved land;,CFR:12:1003:1003.3:c:2,HMDA,CFPB
1043,"For the purposes of this part, unless the context indicates otherwise, the following definitions apply. Adverse action. The term does not include: A refusal or failure to authorize an account transaction at point of sale or loan, except when the refusal is a termination or an unfavorable change in the terms of an account that does not affect all or substantially all of a class of the creditor's accounts, or when the refusal is a denial of an application for an increase in the amount of credit available under the account;",CFR:12:1002:1002.2:c:2:iii,Reg B,CFPB
1044,"Securities credit Exceptions. The following provisions of this part do not apply to securities credit: Section 1002.7(c) relating to action concerning open-end accounts, to the extent the action taken is on the basis of a change of name or marital status;",CFR:12:1002:1002.3:b:2:v,Reg B,CFPB
1045,Incidental credit Exceptions. The following provisions of this part do not apply to incidental credit: Section 1002.5(d)(1) concerning information about marital status;,CFR:12:1002:1002.3:c:2:iii,Reg B,CFPB
1046,"For purposes of this part, the following definitions apply: Bureau means the Bureau of Consumer Financial Protection.",CFR:12:1030:1030.2:e,Reg DD,CFPB
1047,"Organization. This part is divided into subparts and appendices as follows— Subpart C of this part contains rules to expedite the collection and return of checks and electronic checks by banks. These rules cover the direct return of checks and electronic checks, the manner in which the paying bank and returning banks must return checks and electronic checks to the depositary bank, notification of nonpayment by the paying bank, indorsement and presentment of checks and electronic checks, same-day settlement for certain checks, the liability of banks for failure to comply with subpart C of this part, and other matters.",CFR:12:229:229.1:b:3,Regulation CC,FRB
1048,"Additional powers. For the purposes of the exercise by any agency referred to in paragraph (a) of this section of its powers under any statute referred to in that paragraph, a violation of any requirement imposed under the EFA Act is deemed to be a violation of a requirement imposed under that statute.",CFR:12:229:229.3:b:1,Regulation CC,FRB
1049,"Preemption determinations. The Board may determine, upon the request of any state, bank, or other interested party, whether the EFA Act and subpart B, and, in connection therewith, subpart A, preempt provisions of state laws relating to the availability of funds.",CFR:12:229:229.20:d,Regulation CC,FRB
1050,"Class action awards. In determining the amount of any award in any class action, the court shall consider, among other relevant factors— The amount of any damages awarded;",CFR:12:229:229.21:b:1,Regulation CC,FRB
1051,"Responsibility for certain aspects of checks. Responsibility under this paragraph (d) shall be treated as negligence of the paying bank, depositary bank, or reconverting bank for purposes of paragraph (c) of this section.",CFR:12:229:229.38:d:2,Regulation CC,FRB
1052,"Rules applicable to Pacific island checks. To the extent a bank handles a Pacific island check as if it were a check defined in § 229.2(k) or an electronic check defined in § 229.2(ggg), the bank is subject to the following sections of this part (and the word “check” in each such section is construed to include a Pacific island check)— Section 229.32 (Returning bank's responsibilities for return of checks) except that the returning bank is not subject to the requirement to return a Pacific Island check in an expeditious manner;",CFR:12:229:229.43:b:2,Regulation CC,FRB
1053,"Timeliness of action. Delay by a bank beyond any time limits prescribed or permitted by this subpart is excused if the delay is caused by interruption of communication or computer facilities, suspension of payments by another bank, war, emergency conditions, failure of equipment, or other circumstances beyond the control of the bank and if the bank uses such diligence as the circumstances require.",CFR:12:229:229.56:b,Regulation CC,FRB
1054,"Notwithstanding paragraph (1), a Federal regulatory agency shall not adopt any regulation, order, or guidance described in paragraph (1), and a State regulatory agency is preempted by section 7001 of this title from adopting any regulation, order, or guidance described in paragraph (1), unless— such agency finds, in connection with the issuance of such regulation, order, or guidance, that— the methods selected to carry out that purpose— will not impose unreasonable costs on the acceptance and use of electronic records; and",USC:15:!96:7004:b:2:C:ii:II,ESign,USC
1055,"As used in this subchapter— The term “debt collector” means any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the collection of any debts, or who regularly collects or attempts to collect, directly or indirectly, debts owed or due or asserted to be owed or due another. Notwithstanding the exclusion provided by clause (F) of the last sentence of this paragraph, the term includes any creditor who, in the process of collecting his own debts, uses any name other than his own which would indicate that a third person is collecting or attempting to collect such debts. For the purpose of section 1692f(6) of this title , such term also includes any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the enforcement of security interests. The term does not include— any person while acting as a debt collector for another person, both of whom are related by common ownership or affiliated by corporate control, if the person acting as a debt collector does so only for persons to whom it is so related or affiliated and if the principal business of such person is not the collection of debts;",USC:15:!41:1692a:6:B,FDCPA,USC
1056,A debt collector may not be held liable in any action brought under this subchapter if the debt collector shows by a preponderance of evidence that the violation was not intentional and resulted from a bona fide error notwithstanding the maintenance of procedures reasonably adapted to avoid any such error.,USC:15:!41:1692k:c,FDCPA,USC
1057,"Subject to subtitle B of the Consumer Financial Protection Act of 2010, compliance with any requirements imposed under this subchapter shall be enforced under— part A of subtitle VII of title 49, by the Secretary of Transportation with respect to any air carrier or any foreign air carrier subject to that part;",USC:15:!41:1692l:b:4,FDCPA,USC
1058,"In this part: Branch office means: Any office of a for-profit mortgage-lending institution (other than a bank, savings association, or credit union) that takes applications from the public for covered loans. A for-profit mortgage-lending institution (other than a bank, savings association, or credit union) is also deemed to have a branch office in an MSA or in an MD, if, in the preceding calendar year, it received applications for, originated, or purchased five or more covered loans related to property located in that MSA or MD, respectively.",CFR:12:1003:1003.2:c:2,HMDA,CFPB
1059,Excluded transactions. The requirements of this part do not apply to: Temporary financing;,CFR:12:1003:1003.3:c:3,HMDA,CFPB
1060,"For the purposes of this part, unless the context indicates otherwise, the following definitions apply. Adverse action. The term does not include: A refusal to extend credit because applicable law prohibits the creditor from extending the credit requested; or",CFR:12:1002:1002.2:c:2:iv,Reg B,CFPB
1061,Securities credit Exceptions. The following provisions of this part do not apply to securities credit: Section 1002.7(d) relating to the signature of a spouse or other person;,CFR:12:1002:1002.3:b:2:vi,Reg B,CFPB
1062,"Incidental credit Exceptions. The following provisions of this part do not apply to incidental credit: Section 1002.5(d)(2) concerning information about income derived from alimony, child support, or separate maintenance payments;",CFR:12:1002:1002.3:c:2:iv,Reg B,CFPB
1063,"For purposes of this part, the following definitions apply: Bonus means a premium, gift, award, or other consideration worth more than $10 (whether in the form of cash, credit, merchandise, or any equivalent) given or offered to a consumer during a year in exchange for opening, maintaining, renewing, or increasing an account balance. The term does not include interest, other consideration worth $10 or less given during a year, the waiver or reduction of a fee, or the absorption of expenses.",CFR:12:1030:1030.2:f,Reg DD,CFPB
1064,Organization. This part is divided into subparts and appendices as follows— Subpart D of this part contains rules relating to substitute checks. These rules address the creation and legal status of substitute checks; the substitute check warranties and indemnity; expedited recredit procedures for resolving improper charges and warranty claims associated with substitute checks provided to consumers; and the disclosure and notices that banks must provide.,CFR:12:229:229.1:b:4,Regulation CC,FRB
1065,"Additional powers. In addition to its powers under any provision of law specifically referred to in paragraph (a) of this section, each of the agencies referred to in that paragraph may exercise, for purposes of enforcing compliance with any requirement imposed under this part, any other authority conferred on it by law.",CFR:12:229:229.3:b:2,Regulation CC,FRB
1066,"Procedures for preemption determinations. A request for a preemption determination shall include the following— A copy of the full text of the state law in question, including any implementing regulations or judicial interpretations of that law; and",CFR:12:229:229.20:e:1,Regulation CC,FRB
1067,"Class action awards. In determining the amount of any award in any class action, the court shall consider, among other relevant factors— The frequency and persistence of failures of compliance;",CFR:12:229:229.21:b:2,Regulation CC,FRB
1068,"Timeliness of action. If a bank is delayed in acting beyond the time limits set forth in this subpart because of interruption of communication or computer facilities, suspension of payments by a bank, war, emergency conditions, failure of equipment, or other circumstances beyond its control, its time for acting is extended for the time necessary to complete the action, if it exercises such diligence as the circumstances require.",CFR:12:229:229.38:e,Regulation CC,FRB
1069,"Rules applicable to Pacific island checks. To the extent a bank handles a Pacific island check as if it were a check defined in § 229.2(k) or an electronic check defined in § 229.2(ggg), the bank is subject to the following sections of this part (and the word “check” in each such section is construed to include a Pacific island check)— Section 229.33(b) (Acceptance of electronic returned checks and electronic notices of nonpayment), (c) (Acceptance of paper returned checks and paper notices of nonpayment), § 229.33(d) (Acceptances of oral notices of nonpayment), § 229.33(e) (Payment), § 229.33(f) (Misrouted returned checks and written notices of nonpayment), § 229.33(g) (Charges);",CFR:12:229:229.43:b:3,Regulation CC,FRB
1070,"Jurisdiction. A person may bring an action to enforce a claim under this subpart in any United States district court or in any other court of competent jurisdiction. Such claim shall be brought within one year of the date on which the person's cause of action accrues. For purposes of this paragraph, a cause of action accrues as of the date on which the injured person first learns, or by which such person reasonably should have learned, of the facts and circumstances giving rise to the cause of action, including the identity of the warranting or indemnifying bank against which the action is brought.",CFR:12:229:229.56:c,Regulation CC,FRB
1071,"Notwithstanding paragraph (1), a Federal regulatory agency shall not adopt any regulation, order, or guidance described in paragraph (1), and a State regulatory agency is preempted by section 7001 of this title from adopting any regulation, order, or guidance described in paragraph (1), unless— such agency finds, in connection with the issuance of such regulation, order, or guidance, that— the methods selected to carry out that purpose do not require, or accord greater legal status or effect to, the implementation or application of a specific technology or technical specification for performing the functions of creating, storing, generating, receiving, communicating, or authenticating electronic records or electronic signatures.",USC:15:!96:7004:b:2:C:iii,ESign,USC
1072,"As used in this subchapter— The term “debt collector” means any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the collection of any debts, or who regularly collects or attempts to collect, directly or indirectly, debts owed or due or asserted to be owed or due another. Notwithstanding the exclusion provided by clause (F) of the last sentence of this paragraph, the term includes any creditor who, in the process of collecting his own debts, uses any name other than his own which would indicate that a third person is collecting or attempting to collect such debts. For the purpose of section 1692f(6) of this title , such term also includes any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the enforcement of security interests. The term does not include— any officer or employee of the United States or any State to the extent that collecting or attempting to collect any debt is in the performance of his official duties;",USC:15:!41:1692a:6:C,FDCPA,USC
1073,"An action to enforce any liability created by this subchapter may be brought in any appropriate United States district court without regard to the amount in controversy, or in any other court of competent jurisdiction, within one year from the date on which the violation occurs.",USC:15:!41:1692k:d,FDCPA,USC
1074,"Subject to subtitle B of the Consumer Financial Protection Act of 2010, compliance with any requirements imposed under this subchapter shall be enforced under— the Packers and Stockyards Act, 1921 [ 7 U.S.C. 181 et seq.] (except as provided in section 406 of that Act [ 7 U.S.C. 226 , 227]), by the Secretary of Agriculture with respect to any activities subject to that Act; and",USC:15:!41:1692l:b:5,FDCPA,USC
1075,In this part: Closed-end mortgage loan means an extension of credit that is secured by a lien on a dwelling and that is not an open-end line of credit under paragraph (o) of this section.,CFR:12:1003:1003.2:d,HMDA,CFPB
1076,Excluded transactions. The requirements of this part do not apply to: The purchase of an interest in a pool of closed-end mortgage loans or open-end lines of credit;,CFR:12:1003:1003.3:c:4,HMDA,CFPB
1077,"For the purposes of this part, unless the context indicates otherwise, the following definitions apply. Adverse action. The term does not include: A refusal to extend credit because the creditor does not offer the type of credit or credit plan requested.",CFR:12:1002:1002.2:c:2:v,Reg B,CFPB
1078,Securities credit Exceptions. The following provisions of this part do not apply to securities credit: Section 1002.10 relating to furnishing of credit information; and,CFR:12:1002:1002.3:b:2:vii,Reg B,CFPB
1079,Incidental credit Exceptions. The following provisions of this part do not apply to incidental credit: Section 1002.7(d) relating to the signature of a spouse or other person;,CFR:12:1002:1002.3:c:2:v,Reg B,CFPB
1080,"For purposes of this part, the following definitions apply: Business day means a calendar day other than a Saturday, a Sunday, or any of the legal public holidays specified in 5 U.S.C. 6103(a).",CFR:12:1030:1030.2:g,Reg DD,CFPB
1081,"Organization. This part is divided into subparts and appendices as follows— Appendix A of this part contains a routing number guide to next day-availability checks. The guide lists the routing numbers of checks drawn on Federal Reserve Banks and Federal Home Loan Banks, and U.S. Treasury checks and Postal money orders that are subject to next-day availability.",CFR:12:229:229.1:b:5,Regulation CC,FRB
1082,"Enforcement by the Board. Except to the extent that enforcement of the requirements imposed under this part is specifically committed to some other government agency, the Board shall enforce such requirements.",CFR:12:229:229.3:c:1,Regulation CC,FRB
1083,"Procedures for preemption determinations. A request for a preemption determination shall include the following— A comparison of the provisions of state law with the corresponding provisions in the EFA Act and subparts A and B of this part, together with a discussion of the reasons why specific provisions of state law are either consistent or inconsistent with corresponding sections of the EFA Act and subparts A and B of this part.",CFR:12:229:229.20:e:2,Regulation CC,FRB
1084,"Class action awards. In determining the amount of any award in any class action, the court shall consider, among other relevant factors— The resources of the bank;",CFR:12:229:229.21:b:3,Regulation CC,FRB
1085,"Exclusion. Section 229.21 of this part and section 611 (a), (b), and (c) of the EFA Act (12 U.S.C. 4010 (a), (b), and (c)) do not apply to this subpart.",CFR:12:229:229.38:f,Regulation CC,FRB
1086,"Rules applicable to Pacific island checks. To the extent a bank handles a Pacific island check as if it were a check defined in § 229.2(k) or an electronic check defined in § 229.2(ggg), the bank is subject to the following sections of this part (and the word “check” in each such section is construed to include a Pacific island check)— Section 229.34(a) (Warranties with respect to electronic checks and electronic returned checks), § 229.34(b) (Transfer and presentment warranties with respect to a remotely-created check), § 229.34(c)(2) (Cash letter total warranty), § 229.34(c)(3) (Encoding warranty), § 229.34(f) (Remote deposit capture warranty), § 229.34(g) (Indemnities with respect to electronically-created items), § 229.34(h) (Damages), § 229.34(i) (Indemnity amounts), and § 229.34(j) (Tender of defense);",CFR:12:229:229.43:b:4,Regulation CC,FRB
1087,"Notice of claims. Except as otherwise provided in this paragraph (d), unless a person gives notice of a claim under this section to the warranting or indemnifying bank within 30 calendar days after the person has reason to know of both the claim and the identity of the warranting or indemnifying bank, the warranting or indemnifying bank is discharged from liability in an action to enforce a claim under this subpart to the extent of any loss caused by the delay in giving notice of the claim. A timely recredit claim by a consumer under § 229.54 constitutes timely notice under this paragraph.",CFR:12:229:229.56:d,Regulation CC,FRB
1088,"Notwithstanding paragraph (2)(C)(iii), a Federal regulatory agency or State regulatory agency may interpret section 7001(d) of this title to specify performance standards to assure accuracy, record integrity, and accessibility of records that are required to be retained. Such performance standards may be specified in a manner that imposes a requirement in violation of paragraph (2)(C)(iii) if the requirement (i) serves an important governmental objective; and (ii) is substantially related to the achievement of that objective. Nothing in this paragraph shall be construed to grant any Federal regulatory agency or State regulatory agency authority to require use of a particular type of software or hardware in order to comply with section 7001(d) of this title .",USC:15:!96:7004:b:3:A,ESign,USC
1089,"As used in this subchapter— The term “debt collector” means any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the collection of any debts, or who regularly collects or attempts to collect, directly or indirectly, debts owed or due or asserted to be owed or due another. Notwithstanding the exclusion provided by clause (F) of the last sentence of this paragraph, the term includes any creditor who, in the process of collecting his own debts, uses any name other than his own which would indicate that a third person is collecting or attempting to collect such debts. For the purpose of section 1692f(6) of this title , such term also includes any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the enforcement of security interests. The term does not include— any person while serving or attempting to serve legal process on any other person in connection with the judicial enforcement of any debt;",USC:15:!41:1692a:6:D,FDCPA,USC
1090,"No provision of this section imposing any liability shall apply to any act done or omitted in good faith in conformity with any advisory opinion of the Bureau, notwithstanding that after such act or omission has occurred, such opinion is amended, rescinded, or determined by judicial or other authority to be invalid for any reason.",USC:15:!41:1692k:e,FDCPA,USC
1091,"Subject to subtitle B of the Consumer Financial Protection Act of 2010, compliance with any requirements imposed under this subchapter shall be enforced under— subtitle E of the Consumer Financial Protection Act of 2010 [ 12 U.S.C. 5561 et seq.], by the Bureau, with respect to any person subject to this subchapter.",USC:15:!41:1692l:b:6,FDCPA,USC
1092,In this part: Covered loan means a closed-end mortgage loan or an open-end line of credit that is not an excluded transaction under § 1003.3(c).,CFR:12:1003:1003.2:e,HMDA,CFPB
1093,Excluded transactions. The requirements of this part do not apply to: The purchase solely of the right to service closed-end mortgage loans or open-end lines of credit;,CFR:12:1003:1003.3:c:5,HMDA,CFPB
1094,"For the purposes of this part, unless the context indicates otherwise, the following definitions apply. Adverse action. An action that falls within the definition of both paragraphs (c)(1) and (c)(2) of this section is governed by paragraph (c)(2) of this section.",CFR:12:1002:1002.2:c:3,Reg B,CFPB
1095,Securities credit Exceptions. The following provisions of this part do not apply to securities credit: Section 1002.12(b) relating to record retention.,CFR:12:1002:1002.3:b:2:viii,Reg B,CFPB
1096,Incidental credit Exceptions. The following provisions of this part do not apply to incidental credit: Section 1002.9 relating to notifications;,CFR:12:1002:1002.3:c:2:vi,Reg B,CFPB
1097,"For purposes of this part, the following definitions apply: Consumer means a natural person who holds an account primarily for personal, family, or household purposes, or to whom such an account is offered. The term does not include a natural person who holds an account for another in a professional capacity.",CFR:12:1030:1030.2:h,Reg DD,CFPB
1098,Organization. This part is divided into subparts and appendices as follows— Appendix B of this part is reserved.,CFR:12:229:229.1:b:6,Regulation CC,FRB
1099,Enforcement by the Board. If the Board determines that— Any bank that is not a bank described in paragraph (a) of this section; or,CFR:12:229:229.3:c:2:i,Regulation CC,FRB
1100,"Class action awards. In determining the amount of any award in any class action, the court shall consider, among other relevant factors— The number of persons adversely affected; and",CFR:12:229:229.21:b:4,Regulation CC,FRB
1101,"Jurisdiction. Any action under this subpart may be brought in any United States district court, or in any other court of competent jurisdiction, and shall be brought within one year after the date of the occurrence of the violation involved.",CFR:12:229:229.38:g,Regulation CC,FRB
1102,"Rules applicable to Pacific island checks. To the extent a bank handles a Pacific island check as if it were a check defined in § 229.2(k) or an electronic check defined in § 229.2(ggg), the bank is subject to the following sections of this part (and the word “check” in each such section is construed to include a Pacific island check)— Section 229.35 (Indorsements); for purposes of § 229.35(c) (Indorsement by a bank), the Pacific island bank is deemed to be a bank;",CFR:12:229:229.43:b:5,Regulation CC,FRB
1103,"Notwithstanding subsection (c)(1), a Federal regulatory agency or State regulatory agency may interpret section 7001(d) of this title to require retention of a record in a tangible printed or paper form if— there is a compelling governmental interest relating to law enforcement or national security for imposing such requirement; and",USC:15:!96:7004:b:3:B:i,ESign,USC
1104,"As used in this subchapter— The term “debt collector” means any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the collection of any debts, or who regularly collects or attempts to collect, directly or indirectly, debts owed or due or asserted to be owed or due another. Notwithstanding the exclusion provided by clause (F) of the last sentence of this paragraph, the term includes any creditor who, in the process of collecting his own debts, uses any name other than his own which would indicate that a third person is collecting or attempting to collect such debts. For the purpose of section 1692f(6) of this title , such term also includes any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the enforcement of security interests. The term does not include— any nonprofit organization which, at the request of consumers, performs bona fide consumer credit counseling and assists consumers in the liquidation of their debts by receiving payments from such consumers and distributing such amounts to creditors; and",USC:15:!41:1692a:6:E,FDCPA,USC
1105,"For the purpose of the exercise by any agency referred to in subsection (b) of its powers under any Act referred to in that subsection, a violation of any requirement imposed under this subchapter shall be deemed to be a violation of a requirement imposed under that Act. In addition to its powers under any provision of law specifically referred to in subsection (b), each of the agencies referred to in that subsection may exercise, for the purpose of enforcing compliance with any requirement imposed under this subchapter any other authority conferred on it by law, except as provided in subsection (d).",USC:15:!41:1692l:c,FDCPA,USC
1106,"In this part: Dwelling means a residential structure, whether or not attached to real property. The term includes but is not limited to a detached home, an individual condominium or cooperative unit, a manufactured home or other factory-built home, or a multifamily residential structure or community.",CFR:12:1003:1003.2:f,HMDA,CFPB
1107,"Excluded transactions. The requirements of this part do not apply to: The purchase of closed-end mortgage loans or open-end lines of credit as part of a merger or acquisition, or as part of the acquisition of all of the assets and liabilities of a branch office as defined in § 1003.2(c);",CFR:12:1003:1003.3:c:6,HMDA,CFPB
1108,Incidental credit Exceptions. The following provisions of this part do not apply to incidental credit: Section 1002.10 relating to furnishing of credit information; and,CFR:12:1002:1002.3:c:2:vii,Reg B,CFPB
1109,"For purposes of this part, the following definitions apply: Daily balance method means the application of a daily periodic rate to the full amount of principal in the account each day.",CFR:12:1030:1030.2:i,Reg DD,CFPB
1110,"Organization. This part is divided into subparts and appendices as follows— Appendix C of this part contains model funds-availability policy disclosures, clauses, and notices and a model disclosure and notices related to substitute-check policies.",CFR:12:229:229.1:b:7,Regulation CC,FRB
1111,"Enforcement by the Board. If the Board determines that— Any other person subject to the authority of the Board under the EFA Act and this part,",CFR:12:229:229.3:c:2:ii,Regulation CC,FRB
1112,"Class action awards. In determining the amount of any award in any class action, the court shall consider, among other relevant factors— The extent to which the failure of compliance was intentional.",CFR:12:229:229.21:b:5,Regulation CC,FRB
1113,"Reliance on Board rulings. No provision of this subpart imposing any liability shall apply to any act done or omitted in good faith in conformity with any rule, regulation, or interpretation thereof by the Board, regardless of whether the rule, regulation, or interpretation is amended, rescinded, or determined by judicial or other authority to be invalid for any reason after the act or omission has occurred.",CFR:12:229:229.38:h,Regulation CC,FRB
1114,"Rules applicable to Pacific island checks. To the extent a bank handles a Pacific island check as if it were a check defined in § 229.2(k) or an electronic check defined in § 229.2(ggg), the bank is subject to the following sections of this part (and the word “check” in each such section is construed to include a Pacific island check)— Section 229.36(c) (Liability of bank during forward collection);",CFR:12:229:229.43:b:6,Regulation CC,FRB
1115,"Notwithstanding subsection (c)(1), a Federal regulatory agency or State regulatory agency may interpret section 7001(d) of this title to require retention of a record in a tangible printed or paper form if— imposing such requirement is essential to attaining such interest.",USC:15:!96:7004:b:3:B:ii,ESign,USC
1116,"As used in this subchapter— The term “debt collector” means any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the collection of any debts, or who regularly collects or attempts to collect, directly or indirectly, debts owed or due or asserted to be owed or due another. Notwithstanding the exclusion provided by clause (F) of the last sentence of this paragraph, the term includes any creditor who, in the process of collecting his own debts, uses any name other than his own which would indicate that a third person is collecting or attempting to collect such debts. For the purpose of section 1692f(6) of this title , such term also includes any person who uses any instrumentality of interstate commerce or the mails in any business the principal purpose of which is the enforcement of security interests. The term does not include— any person collecting or attempting to collect any debt owed or due or asserted to be owed or due another to the extent such activity (i) is incidental to a bona fide fiduciary obligation or a bona fide escrow arrangement; (ii) concerns a debt which was originated by such person; (iii) concerns a debt which was not in default at the time it was obtained by such person; or (iv) concerns a debt obtained by such person as a secured party in a commercial credit transaction involving the creditor.",USC:15:!41:1692a:6:F,FDCPA,USC
1117,"Except as provided in section 1029(a) of the Consumer Financial Protection Act of 2010 [ 12 U.S.C. 5519(a) ], the Bureau may prescribe rules with respect to the collection of debts by debt collectors, as defined in this subchapter.",USC:15:!41:1692l:d,FDCPA,USC
